id,full_name,age,gender,model,color,performance,km,condition,price
6170,Emily Smith,50,Non-binary,Pathfinder,Red,345,179319,bad,38686.69
6171,John Smith,18,Polygender,Leaf,Orange,386,529321,very bad,23561.55
6172,Jane Moore,51,Genderfluid,Quest,Black,256,64662,very good,7414.61
6173,Chris Smith,41,Non-binary,Gloria,Blue,295,962746,very good,40471.28
6174,,,,,,,,,
6175,Mike Davis,27,Polygender,March / Micra,Gray,139,334717,bad,39235.47
6176,,,,,,,,,
6177,Alex Taylor,47,Non-binary,Leaf,Purple,277,996650,old,6544.06
6178,David Moore,47,Genderfluid,Gloria,Yellow,364,42881,very bad,9572.3
6179,Sophie Moore,36,Non-binary,Quest,Red,19,703534,very good,17114.15
6180,Jane Miller,64,Female,Altima,Orange,93,232879,bad,48096.9
6181,Emily Miller,48,Non-binary,Maxima,Yellow,310,498162,bad,30994.9
6182,Jane Smith,43,Non-binary,March / Micra,Gray,374,789066,very good,9833.13
6183,Katie Williams,51,Genderfluid,Maxima,Black,72,520633,very bad,28689.02
6184,Alex Johnson,50,Polygender,March / Micra,Green,286,348191,bad,33848.88
6185,Mike Brown,57,Non-binary,Gloria,White,130,187190,bad,34194.71
6186,Mike Taylor,33,Female,Pathfinder,White,342,542584,new,6943.58
6187,Laura Wilson,52,Non-binary,Rnessa,Orange,60,978545,very bad,47588.66
6188,Sophie Brown,31,Polygender,Avenir,Gray,147,90322,bad,30484.59
6189,David Johnson,69,Genderfluid,Pathfinder,Silver,209,969478,very good,14939.18
6190,Mike Williams,29,Non-binary,Avenir,Green,362,202960,old,27188.48
6191,,,,,,,,,
6192,John Moore,18,Polygender,March / Micra,Silver,275,647814,bad,43990.72
6193,Laura Moore,37,Female,Maxima,Black,318,696199,very bad,26725.48
6194,Emily Miller,67,Non-binary,Quest,Blue,55,827672,new,36066.02
6195,Mike Davis,69,Polygender,March / Micra,Green,290,462021,very bad,11335.02
6196,Katie Jones,67,Female,Leaf,Purple,340,809608,new,45282.47
6197,Chris Miller,56,Polygender,Maxima,White,30,95457,very good,39238.85
6198,Sophie Davis,48,Genderfluid,Gloria,Green,301,506739,old,5263.68
6199,Mike Miller,47,Non-binary,Maxima,Silver,147,983264,bad,28425.92
6200,Emily Miller,45,Non-binary,Juke,Black,357,64803,old,30071.15
6201,Laura Moore,19,Male,March / Micra,Silver,192,596291,old,17070.94
6202,Katie Moore,57,Genderfluid,Juke,Red,292,854664,bad,9335.49
6203,Alex Jones,20,Genderfluid,Quest,Red,166,418008,bad,20773.24
6204,Katie Jones,69,Male,Gloria,Black,182,369755,bad,25904.8
6205,Mike Jones,49,Non-binary,Quest,Orange,145,719312,new,38477.58
6206,Laura Jones,52,Female,March / Micra,Blue,304,230523,old,7849.31
6207,Laura Johnson,58,Genderfluid,Avenir,Red,32,664925,bad,35340.86
6208,Jane Smith,49,Non-binary,Juke,Black,257,82135,bad,18054.94
6209,Emily Wilson,20,Male,Leaf,Gray,228,142574,very good,37767.29
6210,Alex Jones,49,Female,Leaf,Green,296,430840,bad,15691.61
6211,Laura Williams,30,Genderfluid,Rnessa,Yellow,153,943199,bad,22796.77
6212,Chris Taylor,30,Male,Rnessa,Green,226,916269,new,10789.99
6213,Mike Wilson,24,Non-binary,Leaf,Black,286,631559,new,22640.72
6214,Emily Brown,58,Genderfluid,Leaf,Silver,14,258400,new,35803.27
6215,Laura Taylor,60,Genderfluid,Gloria,White,390,350604,new,26068.6
6216,Chris Johnson,52,Genderfluid,Juke,Yellow,84,295411,very bad,24329.56
6217,Laura Wilson,44,Male,Juke,Red,299,458240,old,47039.96
6218,Emily Taylor,64,Female,Maxima,Black,373,849096,new,33109.92
6219,Chris Williams,52,Male,Gloria,Red,175,194847,new,13790.89
6220,Emily Smith,32,Genderfluid,March / Micra,Green,314,570659,very good,29844.64
6221,Laura Davis,28,Non-binary,Quest,Yellow,17,472562,old,10865.92
6222,Mike Williams,69,Male,Pathfinder,Silver,234,607939,bad,23167.77
6223,Chris Smith,69,Genderfluid,Avenir,White,385,877928,old,36353.91
6224,,,,,,,,,
6225,Sophie Miller,66,Female,Juke,Purple,84,955650,new,15158.12
6226,Alex Smith,54,Male,March / Micra,Black,281,934283,bad,49111.9
6227,,,,,,,,,
6228,Alex Johnson,33,Female,Maxima,Blue,382,923552,bad,20391.49
6229,Katie Taylor,38,Non-binary,Leaf,Gray,272,337924,bad,47354.9
6230,,,,,,,,,
6231,Katie Moore,50,Male,March / Micra,Yellow,224,390272,bad,38976.6
6232,Jane Brown,69,Female,Rnessa,White,118,162116,old,25797.32
6233,Mike Williams,23,Genderfluid,Juke,Green,155,163416,old,41715.66
6234,Katie Davis,31,Non-binary,Quest,Red,323,837506,bad,5174.73
6235,Jane Johnson,60,Non-binary,Juke,Silver,398,421940,very good,43482.13
6236,,,,,,,,,
6237,Chris Taylor,20,Polygender,Pathfinder,Black,379,825726,old,36902.97
6238,John Williams,25,Female,Leaf,Yellow,6,55040,very good,46579.32
6239,Laura Smith,57,Non-binary,Altima,Yellow,230,876436,very good,22598.34
6240,Chris Brown,44,Genderfluid,Avenir,Silver,179,777150,very good,13275.64
6241,Sophie Johnson,21,Polygender,Rnessa,Black,294,196582,very good,15464.31
6242,John Moore,51,Non-binary,Gloria,Red,151,349382,bad,21135.4
6243,Katie Moore,41,Female,Leaf,Silver,301,292617,very bad,47336.04
6244,Emily Smith,26,Female,Leaf,Black,226,378298,bad,39348.47
6245,John Smith,50,Female,Maxima,Orange,119,776173,bad,30421.4
6246,Sophie Miller,32,Non-binary,Gloria,Red,330,391730,very good,46091.91
6247,Alex Jones,64,Male,Pathfinder,Yellow,133,395317,bad,11285.72
6248,Laura Smith,45,Non-binary,Quest,Blue,247,141731,old,34715.09
6249,John Brown,23,Female,Leaf,Red,252,87729,old,9512.57
6250,David Wilson,19,Polygender,Gloria,Black,270,342934,old,28282.97
6251,John Brown,37,Male,Maxima,White,143,879441,bad,36514.79
6252,Sophie Williams,60,Genderfluid,March / Micra,Purple,286,743521,old,19710.09
6253,Emily Williams,33,Non-binary,Avenir,Blue,223,44523,new,38122.66
6254,David Davis,47,Female,Gloria,Blue,16,266599,new,23646.07
6255,John Miller,30,Polygender,Altima,Black,173,618675,old,47590.69
6256,,,,,,,,,
6257,Emily Wilson,50,Female,Gloria,Orange,173,303809,new,43309.89
6258,,,,,,,,,
6259,Mike Brown,26,Female,Rnessa,White,166,578931,new,11775.9
6260,Mike Taylor,29,Female,Leaf,Yellow,112,18471,bad,7176.41
6261,Emily Smith,21,Non-binary,Avenir,Blue,54,561668,very bad,15162.46
6262,Laura Miller,54,Genderfluid,Juke,Gray,390,458592,new,6353.81
6263,Alex Smith,38,Non-binary,Gloria,Blue,330,617306,new,24748.5
6264,David Taylor,40,Non-binary,Rnessa,Blue,66,47119,old,31808.4
6265,Sophie Davis,34,Male,Avenir,Black,52,876527,very good,37261.4
6266,John Moore,44,Polygender,Maxima,Silver,275,141673,old,40724.21
6267,Chris Miller,28,Polygender,Rnessa,Purple,133,315935,bad,24013.4
6268,Sophie Davis,20,Genderfluid,Maxima,White,48,616415,new,37277.9
6269,,,,,,,,,
6270,Laura Taylor,56,Male,Gloria,White,34,476479,very bad,32813.55
6271,Sophie Taylor,39,Female,Altima,Red,373,11516,bad,33495.05
6272,Jane Moore,37,Female,Juke,Red,165,608048,old,45898.45
6273,Chris Davis,51,Female,Avenir,Yellow,112,816545,very bad,38901.63
6274,Alex Moore,27,Male,Rnessa,Red,153,632487,old,21350.73
6275,Chris Miller,41,Male,Gloria,Orange,116,945340,very bad,25614.06
6276,Laura Taylor,63,Male,Quest,Purple,190,420015,bad,44322.03
6277,David Johnson,44,Polygender,March / Micra,Purple,223,808642,very good,33910.24
6278,Laura Smith,69,Male,Gloria,Yellow,308,980126,old,20533.97
6279,Sophie Miller,35,Polygender,March / Micra,White,232,139783,new,47152.56
6280,Emily Williams,23,Genderfluid,Rnessa,Orange,342,104918,old,9911.55
6281,David Wilson,35,Polygender,Altima,Silver,379,838161,very good,8996.07
6282,Mike Smith,61,Polygender,Maxima,Orange,333,723946,new,9778.69
6283,Katie Moore,24,Non-binary,Rnessa,Blue,314,458921,very good,20653.78
6284,,,,,,,,,
6285,Laura Miller,51,Polygender,Gloria,Green,291,595172,new,17932.16
6286,David Davis,39,Female,Juke,Green,212,82186,very good,40137.37
6287,Alex Williams,26,Male,March / Micra,Black,246,593807,old,37195.8
6288,,,,,,,,,
6289,Emily Williams,56,Male,Leaf,Orange,76,131874,very bad,47326.62
6290,David Moore,22,Genderfluid,Juke,Red,368,455407,very bad,20590.1
6291,Katie Moore,39,Non-binary,Quest,Gray,232,393759,bad,27908.52
6292,,,,,,,,,
6293,Emily Moore,54,Polygender,Pathfinder,Yellow,12,510842,bad,45516.17
6294,,,,,,,,,
6295,Jane Jones,58,Polygender,Gloria,Gray,238,669826,new,32571
6296,Laura Johnson,57,Genderfluid,Leaf,Blue,391,334430,bad,42082.16
6297,Chris Moore,49,Genderfluid,Leaf,Red,242,29119,new,28558.63
6298,Chris Johnson,45,Female,Gloria,Red,104,931923,bad,38852.65
6299,John Moore,25,Polygender,Gloria,Purple,93,865031,new,20864.25
6300,Sophie Davis,37,Female,Avenir,Green,33,415113,very good,39336.29
6301,Chris Jones,50,Polygender,Avenir,Green,224,777759,very bad,38723.46
6302,John Smith,65,Female,Altima,Black,264,677480,old,9380.7
6303,,,,,,,,,
6304,Laura Moore,40,Female,Rnessa,Green,114,949029,very bad,49619.37
6305,Alex Miller,42,Non-binary,Juke,Red,381,979749,very good,34828.31
6306,Jane Miller,50,Polygender,March / Micra,White,122,473899,old,34976.83
6307,Alex Miller,25,Polygender,Rnessa,Blue,364,260315,very good,25503.67
6308,,,,,,,,,
6309,Chris Moore,51,Polygender,Pathfinder,Red,199,90265,bad,34808.43
6310,Laura Taylor,45,Male,Avenir,Gray,182,199714,new,25449.51
6311,John Davis,48,Male,Juke,Orange,46,573958,bad,29592.8
6312,Emily Jones,51,Male,Leaf,Red,89,784282,very bad,43906.79
6313,Sophie Williams,53,Polygender,Gloria,Gray,329,193969,very good,30529.81
6314,Chris Moore,21,Non-binary,Juke,Black,183,178289,bad,22885.55
6315,David Miller,42,Polygender,Rnessa,White,154,17124,new,42866.08
6316,Katie Davis,57,Female,March / Micra,Green,182,914449,old,19292.12
6317,David Taylor,42,Genderfluid,Altima,Silver,196,331545,new,44091.11
6318,Laura Moore,21,Non-binary,Pathfinder,Gray,303,290465,old,13230.76
6319,,,,,,,,,
6320,Chris Miller,54,Polygender,Pathfinder,Yellow,119,509654,very bad,26991.53
6321,Jane Moore,25,Male,Rnessa,Gray,365,450328,old,22647.38
6322,Mike Williams,34,Male,Altima,Gray,248,204335,new,8796.19
6323,Katie Taylor,62,Genderfluid,March / Micra,Gray,95,819127,old,23899.12
6324,,,,,,,,,
6325,Alex Taylor,25,Male,Quest,White,79,200650,very bad,21648.61
6326,Emily Wilson,48,Genderfluid,Maxima,Gray,66,368319,very good,6170.75
6327,John Wilson,65,Male,Gloria,Silver,265,152707,new,9520.51
6328,Alex Williams,56,Male,Quest,Blue,254,954762,bad,46772.28
6329,David Wilson,22,Male,Leaf,Silver,131,459140,old,21700.28
6330,Chris Miller,67,Female,Altima,Purple,303,865086,very bad,44921.09
6331,Alex Moore,51,Genderfluid,Gloria,Silver,383,44654,old,6664.27
6332,Laura Williams,69,Female,Maxima,Silver,153,294808,old,45890.61
6333,John Williams,57,Non-binary,Gloria,Gray,247,88966,very good,33460.3
6334,,,,,,,,,
6335,Alex Miller,39,Female,Maxima,Gray,216,346597,bad,43114.44
6336,Chris Jones,51,Non-binary,March / Micra,Silver,279,518547,very bad,33310.24
6337,Sophie Miller,65,Male,Quest,Yellow,139,98670,very good,30602.8
6338,David Brown,69,Genderfluid,March / Micra,Black,145,310322,old,38985.1
6339,John Jones,42,Male,Avenir,Green,199,968965,very bad,26914.66
6340,Alex Jones,23,Female,March / Micra,Gray,4,167174,very bad,43908.76
6341,Katie Taylor,62,Genderfluid,March / Micra,Blue,358,442685,new,24142.92
6342,Mike Brown,29,Male,Altima,Silver,377,134328,very bad,28820.68
6343,Sophie Jones,65,Non-binary,Juke,Black,294,607970,new,40251.86
6344,Katie Smith,44,Polygender,Maxima,Gray,63,956971,bad,35442.8
6345,Emily Taylor,52,Polygender,Pathfinder,Black,104,873662,old,18326.6
6346,Emily Jones,50,Polygender,Maxima,Blue,219,643713,old,42918.55
6347,Mike Taylor,34,Male,Pathfinder,Black,200,763124,very bad,7953.13
6348,David Miller,59,Non-binary,Maxima,White,316,936438,bad,26631.32
6349,John Jones,64,Female,Quest,Yellow,328,157419,new,25804.19
6350,Sophie Jones,51,Non-binary,March / Micra,Gray,291,850870,very good,8756.26
6351,Katie Wilson,63,Male,Altima,Red,377,351134,very good,5943.18
6352,Emily Davis,27,Male,Maxima,Silver,381,232591,new,19999.91
6353,Mike Williams,63,Male,Juke,Green,290,740765,very good,48702.61
6354,Katie Jones,26,Non-binary,Altima,Orange,129,555732,very good,47278.14
6355,Sophie Wilson,27,Male,Pathfinder,Orange,306,562401,very bad,33518.02
6356,Sophie Johnson,41,Genderfluid,March / Micra,Orange,100,443799,very bad,44921.03
6357,Emily Wilson,22,Polygender,Quest,Orange,67,38234,bad,40213.27
6358,Mike Moore,37,Genderfluid,Rnessa,Red,74,161752,very good,19177.35
6359,Sophie Moore,18,Female,Rnessa,Blue,137,79997,new,28063.47
6360,Chris Miller,52,Polygender,Gloria,Orange,332,931200,very bad,5859.34
6361,Sophie Brown,49,Genderfluid,Altima,Orange,305,92129,old,41689.89
6362,Sophie Johnson,69,Genderfluid,Pathfinder,Orange,2,836632,old,43215.11
6363,Alex Williams,59,Polygender,Juke,Purple,115,18843,bad,7515.69
6364,Katie Johnson,47,Genderfluid,Gloria,Purple,199,862680,old,41014.66
6365,Alex Wilson,28,Female,Juke,Yellow,318,691992,very bad,29705.74
6366,,,,,,,,,
6367,Jane Williams,44,Polygender,Maxima,Purple,36,475470,bad,33205.68
6368,Mike Davis,32,Polygender,Juke,Yellow,67,457634,very good,5857.24
6369,,,,,,,,,
6370,Alex Brown,49,Genderfluid,Quest,Blue,134,608950,old,43849.91
6371,Jane Miller,48,Genderfluid,March / Micra,Orange,322,835368,new,27130.37
6372,,,,,,,,,
6373,Laura Brown,47,Polygender,Quest,Blue,136,950137,very good,9164.39
6374,Sophie Taylor,30,Female,Quest,Orange,159,433766,new,18592.02
6375,Mike Miller,28,Female,Leaf,Silver,207,882042,very good,31801.53
6376,Laura Wilson,62,Male,Pathfinder,Silver,387,330554,bad,17606.56
6377,Alex Miller,30,Genderfluid,Altima,White,302,487023,bad,38342.95
6378,Jane Williams,69,Male,Quest,Yellow,145,188045,very bad,40340.88
6379,Katie Johnson,58,Male,Maxima,Purple,199,843350,old,5016.45
6380,,,,,,,,,
6381,Laura Davis,60,Non-binary,Altima,White,172,61714,very bad,29091.47
6382,Sophie Wilson,67,Genderfluid,Rnessa,Red,279,715126,very good,34922.54
6383,Jane Moore,44,Polygender,Gloria,Yellow,84,908308,very bad,13443.4
6384,Emily Moore,55,Genderfluid,Quest,Red,269,50615,old,35859.8
6385,,,,,,,,,
6386,Alex Miller,60,Female,Leaf,Blue,130,75982,very bad,25958.86
6387,David Williams,60,Non-binary,Maxima,Purple,62,603868,bad,14335.06
6388,Chris Jones,52,Polygender,Pathfinder,Gray,308,971328,very bad,18012.17
6389,Sophie Johnson,26,Female,Quest,Red,293,287813,very good,27809.77
6390,John Johnson,30,Polygender,Avenir,Silver,230,234578,very bad,24628.96
6391,,,,,,,,,
6392,Laura Williams,56,Non-binary,Altima,Orange,185,534753,very good,39417.78
6393,Sophie Davis,54,Polygender,Quest,Orange,146,966525,new,43631.78
6394,Katie Brown,19,Male,Maxima,Orange,240,500903,very bad,21930.19
6395,Mike Williams,57,Non-binary,Leaf,Purple,390,610325,new,33734.05
6396,Jane Moore,40,Genderfluid,Altima,Purple,38,562539,very good,17675.26
6397,David Taylor,32,Genderfluid,Maxima,White,93,428259,old,34034.49
6398,Laura Davis,27,Non-binary,Quest,Red,277,460600,new,46262.38
6399,David Moore,33,Genderfluid,Pathfinder,Orange,304,574302,very good,36423.64
6400,Alex Miller,67,Non-binary,March / Micra,Black,26,817050,very good,23219.93
6401,John Moore,60,Female,Gloria,Yellow,135,216753,new,8040.33
6402,Jane Brown,54,Polygender,Avenir,Silver,333,683982,old,39847.03
6403,,,,,,,,,
6404,Katie Jones,50,Non-binary,Leaf,Black,78,655782,old,12607.78
6405,,,,,,,,,
6406,Sophie Davis,54,Polygender,Altima,Silver,190,609328,bad,18466.68
6407,Mike Davis,42,Polygender,Gloria,Blue,340,66449,new,6920.61
6408,David Wilson,69,Polygender,Quest,Silver,152,64117,bad,47186.07
6409,Katie Wilson,20,Male,Juke,Yellow,183,362127,bad,11917.45
6410,Mike Williams,32,Non-binary,Gloria,Blue,227,244174,new,14084.07
6411,Alex Moore,32,Non-binary,Leaf,White,231,760655,bad,18783.87
6412,Alex Smith,37,Male,Maxima,Gray,45,747582,new,49578.88
6413,Jane Taylor,31,Non-binary,Leaf,Orange,99,485318,very good,29255.51
6414,David Moore,38,Non-binary,Juke,Black,15,311510,new,18148.88
6415,Jane Smith,57,Genderfluid,Rnessa,Gray,291,336925,very bad,49223.9
6416,Alex Williams,37,Female,March / Micra,Orange,28,850235,old,37365.59
6417,Alex Taylor,52,Polygender,Gloria,Purple,80,861044,new,30792.87
6418,Alex Moore,69,Polygender,Leaf,Red,201,434487,new,42574.98
6419,John Smith,48,Non-binary,Leaf,Orange,233,24550,old,7378.39
6420,Sophie Jones,58,Polygender,Altima,Yellow,83,994782,bad,26505.29
6421,Mike Miller,66,Genderfluid,Avenir,Silver,265,306847,new,29700.19
6422,,,,,,,,,
6423,David Davis,31,Male,Juke,Purple,40,71675,new,16933.44
6424,Chris Johnson,45,Female,Avenir,Black,16,412278,old,8005.23
6425,David Jones,55,Genderfluid,Avenir,Gray,120,874502,old,22259.89
6426,Katie Jones,21,Male,Gloria,Purple,84,715632,very bad,46943.79
6427,,,,,,,,,
6428,Chris Smith,49,Genderfluid,Rnessa,Green,350,382887,old,47407.98
6429,Emily Davis,18,Polygender,Gloria,Orange,20,166720,new,41470.1
6430,Alex Smith,18,Male,Juke,Yellow,246,297001,old,30669.81
6431,Laura Moore,66,Non-binary,Maxima,Black,246,806818,very good,29317.22
6432,David Williams,56,Female,March / Micra,Red,234,721054,bad,7774.36
6433,Sophie Johnson,49,Female,Maxima,Gray,169,949835,bad,19601.14
6434,Chris Davis,44,Female,Pathfinder,Silver,279,842507,very good,40812.09
6435,Chris Smith,29,Non-binary,Juke,Green,357,834416,old,8971.39
6436,,,,,,,,,
6437,Katie Smith,21,Non-binary,Altima,Green,355,718647,old,40599.66
6438,,,,,,,,,
6439,Mike Johnson,33,Polygender,Quest,White,294,694430,new,7786.65
6440,,,,,,,,,
6441,Jane Davis,36,Female,Juke,Silver,323,867432,old,35276.16
6442,Katie Moore,22,Female,Leaf,Green,66,785009,old,24674.33
6443,Emily Wilson,20,Male,March / Micra,Purple,29,191157,bad,28687.02
6444,Laura Taylor,30,Non-binary,Leaf,Gray,22,314685,very good,5841.68
6445,Sophie Moore,26,Polygender,Altima,Green,301,762065,bad,22879.02
6446,John Miller,51,Genderfluid,March / Micra,Gray,109,912108,very bad,13883.44
6447,Emily Williams,48,Male,Gloria,Yellow,8,48578,very bad,35075.46
6448,Emily Williams,25,Polygender,Maxima,White,142,688656,old,17947.83
6449,Jane Miller,59,Female,Juke,Black,36,379890,very good,46182.35
6450,Sophie Brown,33,Male,Juke,Gray,205,443100,old,49327.39
6451,Mike Brown,42,Polygender,Leaf,Blue,64,998127,old,28959.82
6452,Emily Taylor,25,Polygender,Altima,Green,243,984141,new,44554.43
6453,Katie Williams,18,Genderfluid,Gloria,Purple,35,230951,bad,8987.59
6454,Chris Smith,20,Polygender,Gloria,White,109,96893,very good,14650.72
6455,Sophie Smith,54,Female,Gloria,Purple,349,645503,new,14346.17
6456,David Davis,66,Female,Pathfinder,Purple,363,35903,very good,35299.44
6457,John Davis,31,Female,Leaf,Red,233,508095,new,46301.85
6458,Laura Brown,18,Male,Rnessa,Purple,299,73361,very bad,35543.09
6459,,,,,,,,,
6460,Mike Williams,67,Genderfluid,Quest,Yellow,193,761991,old,21746.14
6461,Laura Johnson,20,Female,March / Micra,Orange,326,459299,very good,38277.88
6462,Sophie Miller,35,Genderfluid,Juke,White,332,354774,bad,32211.3
6463,Emily Smith,28,Genderfluid,March / Micra,Black,204,593376,bad,42121.96
6464,Katie Johnson,39,Non-binary,Avenir,Purple,99,708491,old,45407.54
6465,Alex Wilson,46,Male,Avenir,Blue,214,144907,bad,35656.79
6466,Emily Smith,59,Female,Rnessa,Purple,373,874421,old,21098.71
6467,Jane Moore,59,Genderfluid,Avenir,Gray,46,137559,very good,26836.87
6468,Sophie Brown,60,Male,Rnessa,White,78,435834,new,46208.28
6469,David Moore,60,Female,Leaf,White,39,669105,old,38670.4
6470,Emily Johnson,43,Female,Altima,Green,126,221116,very bad,47163.47
6471,Mike Smith,50,Genderfluid,Avenir,Blue,350,505223,bad,45311.48
6472,David Wilson,59,Genderfluid,Gloria,White,115,408196,very good,43923.81
6473,Laura Brown,29,Non-binary,Leaf,Silver,66,620537,very good,35554.51
6474,Alex Johnson,60,Female,Altima,Yellow,333,444014,old,30475.99
6475,Mike Miller,57,Non-binary,Leaf,Silver,187,302326,bad,37247
6476,Jane Williams,59,Genderfluid,Gloria,Gray,280,984438,very good,37053.64
6477,Sophie Williams,50,Genderfluid,Maxima,Orange,313,258223,bad,28249.4
6478,,,,,,,,,
6479,Chris Johnson,18,Polygender,Rnessa,White,57,571044,new,36063.2
6480,Jane Moore,55,Polygender,Gloria,Purple,390,417050,very bad,10351.17
6481,Jane Miller,19,Genderfluid,Gloria,Gray,270,213122,very good,15066.8
6482,Chris Davis,56,Non-binary,Leaf,White,146,42741,old,17217.82
6483,John Jones,26,Polygender,Quest,Purple,46,196475,new,27980.15
6484,Chris Johnson,52,Genderfluid,Leaf,Yellow,14,444762,very bad,26508.74
6485,Jane Taylor,26,Genderfluid,Avenir,Blue,241,43361,very good,15773.25
6486,Emily Williams,25,Genderfluid,Avenir,Red,127,542337,old,40796.98
6487,Jane Brown,18,Polygender,March / Micra,Black,267,267564,new,7570.12
6488,Laura Davis,24,Female,Altima,Gray,19,27676,bad,10633.59
6489,Chris Wilson,64,Non-binary,Avenir,Gray,289,220237,very bad,45968.58
6490,David Davis,44,Female,Avenir,Silver,53,231972,very good,35410.05
6491,Emily Miller,61,Genderfluid,Pathfinder,Red,4,417518,very good,13736.89
6492,Sophie Miller,52,Genderfluid,Quest,Purple,201,474654,very good,18729.92
6493,Chris Miller,38,Genderfluid,Quest,Purple,149,580804,very good,24269.75
6494,Laura Miller,60,Genderfluid,March / Micra,Black,186,267820,bad,35828.26
6495,Chris Williams,37,Female,Altima,Green,190,723941,old,25165.25
6496,Emily Moore,66,Genderfluid,Altima,Gray,351,808198,old,38721.66
6497,Katie Wilson,19,Non-binary,Juke,Silver,110,305800,very bad,35600.81
6498,Laura Smith,58,Polygender,Gloria,Orange,77,955096,bad,41109.07
6499,Sophie Taylor,44,Polygender,Quest,Purple,39,232234,bad,41821.26
6500,,,,,,,,,
6501,Laura Miller,27,Female,Altima,Orange,398,92901,old,40460.2
6502,John Davis,66,Non-binary,Quest,Blue,6,426610,old,25564.06
6503,Emily Brown,48,Female,Altima,Purple,50,705190,bad,21975.84
6504,Laura Miller,19,Polygender,March / Micra,White,161,385303,new,39112.61
6505,David Miller,34,Genderfluid,Maxima,Silver,228,506319,old,18197.41
6506,David Taylor,44,Male,Pathfinder,Orange,393,639289,new,49547.62
6507,Jane Taylor,54,Female,Maxima,Silver,356,214666,old,31517
6508,Emily Taylor,24,Polygender,March / Micra,Silver,60,977063,very bad,48413.74
6509,Emily Johnson,64,Polygender,Avenir,Blue,55,521355,old,45292.81
6510,Jane Smith,43,Non-binary,Quest,Blue,97,428554,very good,5698.87
6511,Jane Williams,28,Genderfluid,March / Micra,Purple,302,735447,very bad,13527.5
6512,Chris Johnson,62,Polygender,Rnessa,Black,340,438933,bad,26107.41
6513,Jane Taylor,32,Female,Maxima,Green,16,111273,old,27241.11
6514,Alex Johnson,33,Non-binary,Avenir,Silver,277,279913,very bad,31328.06
6515,,,,,,,,,
6516,Mike Williams,55,Male,Avenir,Gray,119,414936,bad,31562.54
6517,Emily Johnson,62,Female,Rnessa,Blue,107,944647,new,35123.55
6518,Mike Miller,29,Polygender,Rnessa,Green,126,484482,very bad,13117.89
6519,,,,,,,,,
6520,Katie Taylor,63,Female,Pathfinder,Orange,110,44262,very bad,36759.3
6521,Chris Brown,65,Female,Juke,White,1,52256,bad,49911.39
6522,,,,,,,,,
6523,,,,,,,,,
6524,Chris Moore,21,Non-binary,Gloria,Black,169,784518,old,15817.33
6525,Chris Davis,63,Male,Leaf,Silver,151,281414,very good,10638.76
6526,John Davis,46,Non-binary,Avenir,White,256,902269,old,39291.81
6527,,,,,,,,,
6528,David Davis,45,Non-binary,Pathfinder,Black,330,72793,old,13187.31
6529,Jane Davis,21,Polygender,Juke,Red,325,715869,very bad,32270.48
6530,Chris Taylor,41,Genderfluid,Quest,Silver,209,627674,very bad,23503.27
6531,John Davis,40,Non-binary,Avenir,Green,217,920986,new,17448.45
6532,John Williams,33,Genderfluid,Altima,Green,134,788043,very good,13992.84
6533,Alex Wilson,37,Non-binary,Gloria,Silver,55,296978,new,21564.5
6534,Katie Miller,23,Polygender,Rnessa,Silver,361,924197,very good,10565.35
6535,Chris Jones,67,Polygender,Leaf,Purple,114,122630,bad,45445.37
6536,Laura Smith,53,Genderfluid,Leaf,White,275,963384,new,48739.33
6537,Sophie Smith,54,Female,Maxima,White,358,906950,new,10472.76
6538,Laura Williams,47,Genderfluid,Avenir,Red,96,54090,bad,23471.31
6539,Emily Williams,67,Male,Juke,Orange,372,13909,old,28535.38
6540,,,,,,,,,
6541,David Jones,22,Non-binary,Leaf,Green,185,267548,new,14961.45
6542,David Wilson,24,Non-binary,Rnessa,Red,278,956779,bad,21749.73
6543,Chris Taylor,20,Male,Quest,Green,109,642097,new,38571.93
6544,Katie Davis,41,Female,Rnessa,Gray,332,164194,new,33153.64
6545,David Wilson,47,Male,Avenir,Purple,24,846509,bad,46894.51
6546,John Taylor,19,Genderfluid,Gloria,White,183,235954,bad,44141.84
6547,Mike Jones,18,Non-binary,Altima,White,42,948782,bad,42382.69
6548,Mike Brown,31,Non-binary,Pathfinder,Black,134,310332,bad,14630.28
6549,Sophie Johnson,31,Female,Gloria,Purple,47,415742,very bad,29515.4
6550,John Davis,68,Male,Leaf,Silver,191,113943,very bad,29582.47
6551,John Williams,20,Polygender,March / Micra,Orange,218,412954,bad,28982.4
6552,Sophie Taylor,19,Non-binary,Quest,Yellow,83,338092,very bad,48300.21
6553,,,,,,,,,
6554,Laura Davis,18,Polygender,Pathfinder,Silver,315,734328,bad,6699.47
6555,Mike Davis,64,Male,Pathfinder,White,150,336169,very good,35492.62
6556,,,,,,,,,
6557,Emily Wilson,48,Genderfluid,March / Micra,White,50,235433,new,29021.16
6558,Katie Wilson,68,Female,Leaf,Red,166,435224,very good,37391.72
6559,Sophie Davis,54,Non-binary,March / Micra,Blue,316,565792,bad,29777.73
6560,Alex Williams,52,Non-binary,Avenir,Blue,11,628743,new,30264.86
6561,Sophie Davis,61,Non-binary,Maxima,White,2,25632,new,38096.15
6562,David Miller,32,Female,Juke,White,291,342341,old,8781.37
6563,Jane Davis,47,Male,Quest,Yellow,315,92151,new,35101.38
